0,0.39814814814814814,0.07906976744186046,0.009345794392523364,0.0,0.1917808219178082
1,1.0,0.9846938775510204,0.9641025641025641,0.9432989690721649,0.8207547169811321
1,0.8693693693693694,0.7194570135746606,0.6136363636363636,0.5159817351598174,0.8464912280701754
1,0.5935828877005348,0.26881720430107525,0.15675675675675677,0.10869565217391304,0.3160621761658031
0,0.5445026178010471,0.11578947368421053,0.031746031746031744,0.005319148936170213,0.24257425742574257
0,0.32950191570881227,0.05384615384615385,0.007722007722007722,0.003875968992248062,0.16117216117216118
0,0.5903083700440529,0.1504424778761062,0.035555555555555556,0.004464285714285714,0.30165289256198347
1,0.7653061224489796,0.7098976109215017,0.6643835616438356,0.6254295532646048,0.6217105263157895
1,0.7597765363128491,0.5056179775280899,0.3954802259887006,0.3068181818181818,0.484304932735426
1,0.8844444444444445,0.5267857142857143,0.34080717488789236,0.24774774774774774,0.597457627118644
1,0.6190476190476191,0.25,0.11229946524064172,0.07526881720430108,0.42783505154639173
0,0.5161290322580645,0.07027027027027027,0.0,0.0,0.2708333333333333
0,0.44086021505376344,0.11891891891891893,0.02717391304347826,0.00546448087431694,0.22395833333333334
1,0.9794520547945206,0.9172413793103448,0.875,0.8321678321678322,0.9
1,0.9513888888888888,0.7972027972027972,0.676056338028169,0.5886524822695035,0.8940397350993378
1,0.9764705882352941,0.8579881656804734,0.75,0.6586826347305389,0.8232044198895028
1,0.92,0.6756756756756757,0.5616438356164384,0.4722222222222222,0.775
1,0.8117647058823529,0.5562130177514792,0.42857142857142855,0.3473053892215569,0.45977011494252873
0,0.4411764705882353,0.030303030303030304,0.0,0.0,0.3055555555555556
1,0.9926739926739927,0.9852941176470589,0.981549815498155,0.9777777777777777,0.9930555555555556
1,0.813953488372093,0.6705882352941176,0.6428571428571429,0.6385542168674698,0.7888888888888889
1,1.0,1.0,0.9888888888888889,0.9775280898876404,1.0
0,0.42038216560509556,0.07692307692307693,0.012903225806451613,0.0,0.21875
0,0.3320610687022901,0.03065134099616858,0.0038461538461538464,0.0,0.15302491103202848
1,0.7172131147540983,0.36213991769547327,0.19421487603305784,0.12448132780082988,0.4559386973180077
1,0.8782608695652174,0.7117903930131004,0.6096491228070176,0.5286343612334802,0.82
1,0.5298013245033113,0.3554817275747508,0.32666666666666666,0.3210702341137124,0.45
0,0.5721153846153846,0.14009661835748793,0.02912621359223301,0.0,0.22935779816513763
0,0.319672131147541,0.0411522633744856,0.0,0.0,0.16535433070866143
0,0.53,0.135678391959799,0.020202020202020204,0.005076142131979695,0.26046511627906976
1,0.6197916666666666,0.2513089005235602,0.1,0.047619047619047616,0.3415841584158416
1,0.9217391304347826,0.8427947598253275,0.7763157894736842,0.7136563876651982,0.9294117647058824
1,1.0,0.9808429118773946,0.9615384615384616,0.9420849420849421,1.0
0,0.6526946107784432,0.18674698795180722,0.024242424242424242,0.0,0.3551912568306011
0,0.4439461883408072,0.15315315315315314,0.04524886877828054,0.013636363636363636,0.23376623376623376
0,0.5328947368421053,0.09933774834437085,0.013333333333333334,0.0,0.21818181818181817
0,0.6184971098265896,0.1686046511627907,0.04678362573099415,0.011764705882352941,0.26666666666666666
1,0.8615384615384616,0.39690721649484534,0.18134715025906736,0.09895833333333333,0.5047169811320755
1,0.6261682242990654,0.465625,0.36363636363636365,0.2893081761006289,0.5585585585585585
1,1.0,0.9923076923076923,0.9845559845559846,0.9767441860465116,0.9966996699669967
0,0.5798319327731093,0.11814345991561181,0.01694915254237288,0.00425531914893617,0.2289156626506024
0,0.40703517587939697,0.06565656565656566,0.015228426395939087,0.00510204081632653,0.1722488038277512
0,0.5154639175257731,0.09310344827586207,0.010380622837370242,0.0,0.23684210526315788
1,0.5845410628019324,0.2766990291262136,0.13658536585365855,0.08823529411764706,0.29493087557603687
1,0.6171875,0.33858267716535434,0.2619047619047619,0.208,0.5037593984962406
1,1.0,0.9615384615384616,0.9224806201550387,0.8828125,0.9117647058823529
1,0.9916666666666667,0.9663865546218487,0.940677966101695,0.9145299145299145,0.9923076923076923
0,0.41935483870967744,0.07608695652173914,0.03296703296703297,0.011111111111111112,0.2616822429906542
1,0.8351648351648352,0.45555555555555555,0.25842696629213485,0.11363636363636363,0.6470588235294118
1,0.9270833333333334,0.6947368421052632,0.5106382978723404,0.3763440860215054,0.85
0,0.3838383838383838,0.07614213197969544,0.025510204081632654,0.015384615384615385,0.178743961352657
0,0.4928909952606635,0.05714285714285714,0.0,0.0,0.2350230414746544
